Site,MonthYear,Year,All Devices,Desktop,Mobile,Category
CNN,2018-03-01,2018,322344654,120865780,201478874,News
CNN,2018-04-01,2018,313549848,119707366,193842482,News
CNN,2018-05-01,2018,320969396,109827401,211141995,News
CNN,2018-06-01,2018,284918050,92274744,192643306,News
CNN,2018-07-01,2018,266598917,85036374,181562543,News
CNN,2018-08-01,2018,291597339,106088128,185509211,News
CNN,2018-09-01,2018,311289245,113248736,198040509,News
CNN,2018-10-01,2018,339553204,128426847,211126357,News
CNN,2018-11-01,2018,329530467,109659971,219870496,News
CNN,2018-12-01,2018,342918639,109636780,233281859,News
CNN,2019-01-01,2019,391459505,128170745,263288760,News
CNN,2019-02-01,2019,332493164,108228835,224264329,News
CNN,2019-03-01,2019,343485556,106056083,237429473,News
CNN,2019-04-01,2019,391789953,117301084,274488869,News
CNN,2019-05-01,2019,384225745,114684440,269541305,News
CNN,2019-06-01,2019,370070021,95229832,274840189,News
CNN,2019-07-01,2019,388932969,95370586,293562383,News
CNN,2019-08-01,2019,376846274,86826079,290020195,News
CNN,2019-09-01,2019,379774141,73968212,305805929,News
CNN,2019-10-01,2019,414738078,107113151,307624927,News
CNN,2019-11-01,2019,411223110,100619653,310603457,News
CNN,2019-12-01,2019,433267736,98439041,334828695,News
CNN,2020-01-01,2020,497508348,127321878,370186470,News
CNN,2020-02-01,2020,529490435,176037719,353452716,News
CNN,2020-03-01,2020,642130764,225737273,416393491,News
CNN,2020-04-01,2020,669452761,233265036,436187725,News
CNN,2020-05-01,2020,664406615,241728307,422678308,News
CNN,2020-06-01,2020,667260720,255480198,411780522,News
CNN,2020-07-01,2020,560098597,215963863,344134734,News
CNN,2020-08-01,2020,580989412,215534256,365455156,News
CNN,2020-09-01,2020,592916073,214934550,377981523,News
CNN,2020-10-01,2020,701938884,270666077,431272807,News
CNN,2020-11-01,2020,968701752,383262298,585439454,News
CNN,2020-12-01,2020,601807475,245798992,356008483,News
CNN,2021-01-01,2021,802051122,332322236,469728886,News
CNN,2021-02-01,2021,583382216,221194444,362187772,News
CNN,2021-03-01,2021,563231619,212420395,350811224,News
CNN,2021-04-01,2021,953095843,192309608,760786235,News
CNN,2021-05-01,2021,837943210,186401148,651542062,News
CNN,2021-06-01,2021,789447806,178002106,611445700,News
CNN,2021-07-01,2021,738182205,171430305,566751900,News
CNN,2021-08-01,2021,508875717,191268246,317607471,News
CNN,2021-09-01,2021,509754069,171666551,338087518,News
CNN,2021-10-01,2021,552205463,161759490,390445973,News
CNN,2021-11-01,2021,500219958,169113394,331106564,News
CNN,2021-12-01,2021,480428020,170765490,309662530,News
CNN,2022-01-01,2022,487366971,175150451,312216520,News
CNN,2022-02-01,2022,560109213,186841967,373267246,News
CNN,2022-03-01,2022,693562174,212069803,481492371,News
CNN,2022-04-01,2022,475311438,157038163,318273275,News
CNN,2022-05-01,2022,445190549,163094110,282096439,News
CNN,2022-06-01,2022,458959504,154237181,304722323,News
CNN,2022-07-01,2022,508747184,150643197,358103987,News
CNN,2022-08-01,2022,579846004,145008577,434837427,News
CNN,2022-09-01,2022,601521611,155750907,445770704,News
CNN,2022-10-01,2022,544905425,148686877,396218547,News
Fox News,2017-01-01,2017,73178666,73178666,n/a,News
Fox News,2017-02-01,2017,64003883,64003883,n/a,News
Fox News,2017-03-01,2017,56072393,56072393,n/a,News
Fox News,2017-04-01,2017,56226120,56226120,n/a,News
Fox News,2017-05-01,2017,50880984,50880984,n/a,News
Fox News,2017-06-01,2017,54192265,54192265,n/a,News
Fox News,2017-07-01,2017,52628563,52628563,n/a,News
Fox News,2017-08-01,2017,51501832,51501832,n/a,News
Fox News,2017-09-01,2017,53008737,53008737,n/a,News
Fox News,2017-10-01,2017,54149704,54149704,n/a,News
Fox News,2017-11-01,2017,49565272,49565272,n/a,News
Fox News,2017-12-01,2017,54092592,54092592,n/a,News
Fox News,2018-01-01,2018,172514020,59012374,113501646,News
Fox News,2018-02-01,2018,179314229,57608285,121705944,News
Fox News,2018-03-01,2018,177224725,55575011,121649714,News
Fox News,2018-04-01,2018,167046539,53885560,113160979,News
Fox News,2018-05-01,2018,167887474,54638467,113249007,News
Fox News,2018-06-01,2018,160644072,48619459,112024613,News
Fox News,2018-07-01,2018,164424121,46358569,118065552,News
Fox News,2018-08-01,2018,184785339,60726874,124058465,News
Fox News,2018-09-01,2018,178439848,56067445,122372403,News
Fox News,2018-10-01,2018,228119721,62305065,165814656,News
Fox News,2018-11-01,2018,203065891,50027629,153038262,News
Fox News,2018-12-01,2018,223643851,53731673,169912178,News
Fox News,2019-01-01,2019,244977505,56399362,188578143,News
Fox News,2019-02-01,2019,233371909,50911846,182460063,News
Fox News,2019-03-01,2019,224250461,48466211,175784250,News
Fox News,2019-04-01,2019,252911055,52388171,200522884,News
Fox News,2019-05-01,2019,255807022,52315510,203491512,News
Fox News,2019-06-01,2019,257791608,45804384,211987224,News
Fox News,2019-07-01,2019,256456562,48273756,208182806,News
Fox News,2019-08-01,2019,229611787,41978828,187632959,News
Fox News,2019-09-01,2019,209804113,33923065,175881048,News
Fox News,2019-10-01,2019,220169244,47924983,172244261,News
Fox News,2019-11-01,2019,228819563,48597850,180221713,News
Fox News,2019-12-01,2019,232893609,50186830,182706779,News
Fox News,2020-01-01,2020,260760348,59297867,201462481,News
Fox News,2020-02-01,2020,333980141,79547464,254432677,News
Fox News,2020-03-01,2020,367378189,82621087,284757102,News
Fox News,2020-04-01,2020,380517755,87218533,293299222,News
Fox News,2020-05-01,2020,354445440,86229534,268215906,News
Fox News,2020-06-01,2020,380813955,95502667,285311288,News
Fox News,2020-07-01,2020,343396622,85031285,258365337,News
Fox News,2020-08-01,2020,333917319,83684615,250232704,News
Fox News,2020-09-01,2020,372142088,89287254,282854834,News
Fox News,2020-10-01,2020,433173839,124839065,308334774,News
Fox News,2020-11-01,2020,636342087,179980736,456361351,News
Fox News,2020-12-01,2020,328920506,95764272,233156234,News
Fox News,2021-01-01,2021,443191317,122323785,320867532,News
Fox News,2021-02-01,2021,318537934,89725650,228812284,News
Fox News,2021-03-01,2021,306204665,91945823,214258842,News
Fox News,2021-04-01,2021,426426001,88595365,337830636,News
Fox News,2021-05-01,2021,581476647,91133517,490343130,News
Fox News,2021-06-01,2021,456032793,91361319,364671474,News
Fox News,2021-07-01,2021,485619782,95183732,390436050,News
Fox News,2021-08-01,2021,331604624,112399185,219205439,News
Fox News,2021-09-01,2021,321323698,96638670,224685028,News
Fox News,2021-10-01,2021,281286273,86421342,194864931,News
Fox News,2021-11-01,2021,328280200,92003358,236276842,News
Fox News,2021-12-01,2021,274759318,91249684,183509634,News
Fox News,2022-01-01,2022,309900990,89058976,220842014,News
Fox News,2022-02-01,2022,293089951,86708994,206380957,News
Fox News,2022-03-01,2022,308064138,94587131,213477007,News
Fox News,2022-04-01,2022,216839429,76214711,140624718,News
Fox News,2022-05-01,2022,198093120,83007580,115085540,News
Fox News,2022-06-01,2022,202992025,78983985,124008040,News
Fox News,2022-07-01,2022,220572996,77383448,143189548,News
Fox News,2022-08-01,2022,280067270,79537226,200530044,News
Fox News,2022-09-01,2022,277963884,69891195,208072689,News
Fox News,2022-10-01,2022,254512259,79176743,175335516,News
NPR,2017-01-01,2017,44867593,44867593,n/a,News
NPR,2017-02-01,2017,36863392,36863392,n/a,News
NPR,2017-03-01,2017,35035005,35035005,n/a,News
NPR,2017-04-01,2017,34901199,34901199,n/a,News
NPR,2017-05-01,2017,32028570,32028570,n/a,News
NPR,2017-06-01,2017,27636382,27636382,n/a,News
NPR,2017-07-01,2017,23431994,23431994,n/a,News
NPR,2017-08-01,2017,23076487,23076487,n/a,News
NPR,2017-09-01,2017,22894102,22894102,n/a,News
NPR,2017-10-01,2017,23511349,23511349,n/a,News
NPR,2017-11-01,2017,21515167,21515167,n/a,News
NPR,2017-12-01,2017,21929902,21929902,n/a,News
NPR,2018-01-01,2018,68161434,24051614,44109820,News
NPR,2018-02-01,2018,67178523,25256435,41922088,News
NPR,2018-03-01,2018,70398477,25289891,45108586,News
NPR,2018-04-01,2018,62294841,23854803,38440038,News
NPR,2018-05-01,2018,60178348,21158389,39019959,News
NPR,2018-06-01,2018,52492105,17657636,34834469,News
NPR,2018-07-01,2018,46995545,15756221,31239324,News
NPR,2018-08-01,2018,59002757,19867349,39135408,News
NPR,2018-09-01,2018,59138104,19411253,39726851,News
NPR,2018-10-01,2018,57276736,22677756,34598980,News
NPR,2018-11-01,2018,62468764,23529330,38939434,News
NPR,2018-12-01,2018,63325722,20995321,42330401,News
NPR,2019-01-01,2019,68680861,22552578,46128283,News
NPR,2019-02-01,2019,60368899,21331545,39037354,News
NPR,2019-03-01,2019,62563034,20534625,42028409,News
NPR,2019-04-01,2019,76610828,22903012,53707816,News
NPR,2019-05-01,2019,78796830,22526612,56270218,News
NPR,2019-06-01,2019,76423519,17852026,58571493,News
NPR,2019-07-01,2019,70649429,13680338,56969091,News
NPR,2019-08-01,2019,67335028,12505457,54829571,News
NPR,2019-09-01,2019,64891209,14882294,50008915,News
NPR,2019-10-01,2019,62298762,16507720,45791042,News
NPR,2019-11-01,2019,68847659,15595826,53251833,News
NPR,2019-12-01,2019,62657257,15080915,47576342,News
NPR,2020-01-01,2020,72708115,17449230,55258885,News
NPR,2020-02-01,2020,93029240,28066537,64962703,News
NPR,2020-03-01,2020,118472746,36586363,81886383,News
NPR,2020-04-01,2020,140106620,42667944,97438676,News
NPR,2020-05-01,2020,119124921,37140646,81984275,News
NPR,2020-06-01,2020,131995644,40854043,91141601,News
NPR,2020-07-01,2020,109020649,33321822,75698827,News
NPR,2020-08-01,2020,104455884,32446393,72009491,News
NPR,2020-09-01,2020,110238754,33596187,76642567,News
NPR,2020-10-01,2020,122812148,41297070,81515078,News
NPR,2020-11-01,2020,144545512,52750805,91794707,News
NPR,2020-12-01,2020,108991180,38570728,70420452,News
NPR,2021-01-01,2021,140884358,51415485,89468873,News
NPR,2021-02-01,2021,115787975,40087456,75700519,News
NPR,2021-03-01,2021,115694426,39413752,76280674,News
NPR,2021-04-01,2021,111272611,35079847,76192764,News
NPR,2021-05-01,2021,121211282,33360772,87850510,News
NPR,2021-06-01,2021,122326553,31588945,90737608,News
NPR,2021-07-01,2021,121799337,30641900,91157437,News
NPR,2021-08-01,2021,122834539,33857616,88976923,News
NPR,2021-09-01,2021,120523948,35561946,84962002,News
NPR,2021-10-01,2021,113553602,33050373,80503229,News
NPR,2021-11-01,2021,129155682,35316569,93839113,News
NPR,2021-12-01,2021,110283625,32614557,77669068,News
NPR,2022-01-01,2022,109680107,34834353,74845754,News
NPR,2022-02-01,2022,102121457,32484888,69636569,News
NPR,2022-03-01,2022,118310447,36962720,81347727,News
NPR,2022-04-01,2022,114344917,31717720,82627197,News
NPR,2022-05-01,2022,104833474,33645537,71187937,News
NPR,2022-06-01,2022,106752957,30267007,76485950,News
NPR,2022-07-01,2022,96902582,28365924,68536658,News
NPR,2022-08-01,2022,100916059,27269457,73646602,News
NPR,2022-09-01,2022,112464399,29455191,83009208,News
NPR,2022-10-01,2022,100998083,28217385,72780698,News
ESPN,2017-01-01,2017,101911562,101911562,n/a,Sports
ESPN,2017-02-01,2017,80439885,80439885,n/a,Sports
ESPN,2017-03-01,2017,148949152,148949152,n/a,Sports
ESPN,2017-04-01,2017,123817526,123817526,n/a,Sports
ESPN,2017-05-01,2017,97006248,97006248,n/a,Sports
ESPN,2017-06-01,2017,94478715,94478715,n/a,Sports
ESPN,2017-07-01,2017,85732889,85732889,n/a,Sports
ESPN,2017-08-01,2017,97177959,97177959,n/a,Sports
ESPN,2017-09-01,2017,147738572,147738572,n/a,Sports
ESPN,2017-10-01,2017,151073866,151073866,n/a,Sports
ESPN,2017-11-01,2017,140572812,140572812,n/a,Sports
ESPN,2017-12-01,2017,123964424,123964424,n/a,Sports
ESPN,2018-01-01,2018,366048898,121344034,244704864,Sports
ESPN,2018-02-01,2018,310242334,106317811,203924523,Sports
ESPN,2018-03-01,2018,355273283,130120531,225152752,Sports
ESPN,2018-04-01,2018,314661486,115581455,199080031,Sports
ESPN,2018-05-01,2018,315504551,98416565,217087986,Sports
ESPN,2018-06-01,2018,274257894,81339061,192918833,Sports
ESPN,2018-07-01,2018,275472344,74024670,201447674,Sports
ESPN,2018-08-01,2018,285030134,94665041,190365093,Sports
ESPN,2018-09-01,2018,398187074,139482737,258704337,Sports
ESPN,2018-10-01,2018,432667362,162357153,270310209,Sports
ESPN,2018-11-01,2018,405606554,146852261,258754293,Sports
ESPN,2018-12-01,2018,395664478,118871528,276792950,Sports
ESPN,2019-01-01,2019,356549161,110489613,246059548,Sports
ESPN,2019-02-01,2019,292293023,91709114,200583909,Sports
ESPN,2019-03-01,2019,338854439,109709568,229144871,Sports
ESPN,2019-04-01,2019,279258192,107601591,171656601,Sports
ESPN,2019-05-01,2019,249453442,97221738,152231704,Sports
ESPN,2019-06-01,2019,230327399,78548328,151779071,Sports
ESPN,2019-07-01,2019,210644769,66375379,144269390,Sports
ESPN,2019-08-01,2019,203612413,60662730,142949683,Sports
ESPN,2019-09-01,2019,283940462,88312145,195628317,Sports
ESPN,2019-10-01,2019,286593889,106694491,179899398,Sports
ESPN,2019-11-01,2019,308858962,112335912,196523050,Sports
ESPN,2019-12-01,2019,311404158,107909314,203494844,Sports
ESPN,2020-01-01,2020,282752618,99784165,182968453,Sports
ESPN,2020-02-01,2020,332669316,118410613,214258703,Sports
ESPN,2020-03-01,2020,238786394,81898920,156887474,Sports
ESPN,2020-04-01,2020,268409484,83095251,185314233,Sports
ESPN,2020-05-01,2020,278198195,91013079,187185116,Sports
ESPN,2020-06-01,2020,266574484,85863196,180711288,Sports
ESPN,2020-07-01,2020,283056868,95563380,187493488,Sports
ESPN,2020-08-01,2020,339361831,136493484,202868347,Sports
ESPN,2020-09-01,2020,465581986,193384616,272197370,Sports
ESPN,2020-10-01,2020,434131468,175401367,258730101,Sports
ESPN,2020-11-01,2020,375674937,150422405,225252532,Sports
ESPN,2020-12-01,2020,387085733,161912509,225173224,Sports
ESPN,2021-01-01,2021,386612008,158183176,228428832,Sports
ESPN,2021-02-01,2021,314819046,120691860,194127186,Sports
ESPN,2021-03-01,2021,376133579,149072238,227061341,Sports
ESPN,2021-04-01,2021,416052793,129046713,287006080,Sports
ESPN,2021-05-01,2021,606189669,130531823,475657846,Sports
ESPN,2021-06-01,2021,581513248,133271147,448242101,Sports
ESPN,2021-07-01,2021,496765742,115317532,381448210,Sports
ESPN,2021-08-01,2021,354836590,129490993,225345597,Sports
ESPN,2021-09-01,2021,512138141,170144155,341993986,Sports
ESPN,2021-10-01,2021,494156247,168473823,325682424,Sports
ESPN,2021-11-01,2021,418294473,162411298,255883175,Sports
ESPN,2021-12-01,2021,439986745,157499258,282487487,Sports
ESPN,2022-01-01,2022,439010581,152645455,286365126,Sports
ESPN,2022-02-01,2022,429192926,114645903,314547023,Sports
ESPN,2022-03-01,2022,409638845,150436988,259201857,Sports
ESPN,2022-04-01,2022,364974387,129753244,235221143,Sports
ESPN,2022-05-01,2022,286751211,127499529,159251682,Sports
ESPN,2022-06-01,2022,263521400,106902508,156618892,Sports
ESPN,2022-07-01,2022,278532776,95976568,182556208,Sports
ESPN,2022-08-01,2022,324485494,104703942,219781552,Sports
ESPN,2022-09-01,2022,478595776,154870046,323725730,Sports
ESPN,2022-10-01,2022,307747489,104468951,203278537,Sports
Bleacher Report,2017-01-01,2017,18382845,18382845,n/a,Sports
Bleacher Report,2017-02-01,2017,18771328,18771328,n/a,Sports
Bleacher Report,2017-03-01,2017,26157717,26157717,n/a,Sports
Bleacher Report,2017-04-01,2017,27047361,27047361,n/a,Sports
Bleacher Report,2017-05-01,2017,23357317,23357317,n/a,Sports
Bleacher Report,2017-06-01,2017,25643690,25643690,n/a,Sports
Bleacher Report,2017-07-01,2017,25228828,25228828,n/a,Sports
Bleacher Report,2017-08-01,2017,25003827,25003827,n/a,Sports
Bleacher Report,2017-09-01,2017,24634459,24634459,n/a,Sports
Bleacher Report,2017-10-01,2017,23721273,23721273,n/a,Sports
Bleacher Report,2017-11-01,2017,21180332,21180332,n/a,Sports
Bleacher Report,2017-12-01,2017,19926337,19926337,n/a,Sports
Bleacher Report,2018-01-01,2018,51159424,21619644,29539780,Sports
Bleacher Report,2018-02-01,2018,48748305,21595028,27153277,Sports
Bleacher Report,2018-03-01,2018,43335054,20668860,22666194,Sports
Bleacher Report,2018-04-01,2018,46351051,21762162,24588889,Sports
Bleacher Report,2018-05-01,2018,43446557,19093965,24352592,Sports
Bleacher Report,2018-06-01,2018,40847327,17300994,23546333,Sports
Bleacher Report,2018-07-01,2018,45750897,16655174,29095723,Sports
Bleacher Report,2018-08-01,2018,49100023,19361309,29738714,Sports
Bleacher Report,2018-09-01,2018,48421468,19002601,29418867,Sports
Bleacher Report,2018-10-01,2018,47525877,20334424,27191453,Sports
Bleacher Report,2018-11-01,2018,46898458,18282691,28615767,Sports
Bleacher Report,2018-12-01,2018,47149546,16938103,30211443,Sports
Bleacher Report,2019-01-01,2019,51079464,18127233,32952231,Sports
Bleacher Report,2019-02-01,2019,44407309,17096894,27310415,Sports
Bleacher Report,2019-03-01,2019,44191568,17109483,27082085,Sports
Bleacher Report,2019-04-01,2019,33836588,17263631,16572957,Sports
Bleacher Report,2019-05-01,2019,34101296,16545683,17555613,Sports
